Product Name,Category,Quantity,Buying Price,Selling Price,Batch Number,Expiry Date (YYYY-MM-DD)
Doxycycline 1000mg - 14,Antibiotics,353,4079,4977,BATCH-202511-1286,2027-04-01
Diclofenac 1000mg - 95,Antibiotics,19,2584,3554,BATCH-202511-3425,2028-04-24
Ciprofloxacin 1000mg - 45,Supplements,38,2814,4186,BATCH-202511-3526,2028-11-19
Diclofenac 500mg - 52,Painkillers,157,638,769,BATCH-202511-3742,2028-05-11
Ciprofloxacin 1000mg - 2,Dermatology,435,4521,6532,BATCH-202511-6003,2027-09-28
Omeprazole 500mg - 100,First Aid,109,2838,4005,BATCH-202511-3766,2028-01-28
Ciprofloxacin 500mg - 33,Supplements,47,624,855,BATCH-202511-4220,2027-08-31
Amlodipine 1000mg - 38,First Aid,427,2176,3251,BATCH-202511-9622,2028-08-17
Azithromycin 250mg - 68,Vitamins,371,132,180,BATCH-202511-2600,2028-08-10
Loratadine 250mg - 11,Cardiovascular,460,1113,1434,BATCH-202511-4220,2027-01-17
Aspirin 250mg - 48,Antibiotics,255,1050,1343,BATCH-202511-6419,2028-09-13
Amlodipine 500mg - 26,Dermatology,452,4831,6543,BATCH-202511-7121,2028-07-11
Vitamin C 500mg - 62,Vitamins,102,4694,6419,BATCH-202511-9911,2028-01-28
Diclofenac 1000mg - 11,Painkillers,321,1390,1790,BATCH-202511-8688,2027-08-24
Amlodipine 250mg - 84,Dermatology,402,561,742,BATCH-202511-3335,2028-11-06
Ciprofloxacin 250mg - 35,Dermatology,224,4913,6085,BATCH-202511-9000,2027-03-29
Doxycycline 250mg - 40,Painkillers,82,924,1335,BATCH-202511-7113,2028-09-11
Paracetamol 250mg - 87,Painkillers,20,4876,7066,BATCH-202511-6882,2027-06-18
Bandages 250mg - 75,Dermatology,491,373,459,BATCH-202511-7353,2027-07-29
Loratadine 500mg - 52,First Aid,91,772,1021,BATCH-202511-4895,2027-04-21
Amlodipine 250mg - 80,Cardiovascular,64,3717,5568,BATCH-202511-4946,2028-06-17
Azithromycin 250mg - 73,Dermatology,85,4631,6486,BATCH-202511-3489,2028-03-09
Paracetamol 250mg - 30,Cardiovascular,254,2563,3179,BATCH-202511-6944,2026-12-05
Omeprazole 250mg - 71,First Aid,376,2392,3228,BATCH-202511-8584,2028-05-23
Metformin 500mg - 27,Antibiotics,111,406,499,BATCH-202511-5727,2027-10-08
Metformin 500mg - 95,Vitamins,342,1583,2195,BATCH-202511-4398,2028-10-27
Loratadine 250mg - 39,Antibiotics,316,2830,3919,BATCH-202511-5956,2028-11-25
Amoxicillin 500mg - 11,Dermatology,96,4827,7210,BATCH-202511-8320,2028-08-05
Paracetamol 250mg - 70,Cardiovascular,252,347,469,BATCH-202511-4775,2028-03-05
Amoxicillin 1000mg - 81,Cardiovascular,442,3120,4174,BATCH-202511-1769,2027-11-29
Vitamin C 500mg - 29,First Aid,144,1209,1807,BATCH-202511-4176,2028-10-14
Ibuprofen 250mg - 84,Painkillers,465,2839,3458,BATCH-202511-4877,2027-04-25
Amoxicillin 500mg - 96,Supplements,230,3841,5252,BATCH-202511-1671,2027-01-06
Bandages 500mg - 89,Antibiotics,242,3065,3929,BATCH-202511-9697,2028-09-07
Omeprazole 250mg - 94,Painkillers,15,1825,2347,BATCH-202511-5847,2027-07-31
Loratadine 1000mg - 18,Painkillers,100,4352,6283,BATCH-202511-3657,2027-04-13
Metformin 1000mg - 12,Supplements,207,2475,3227,BATCH-202511-4891,2027-09-10
Amoxicillin 250mg - 99,Vitamins,208,2403,3278,BATCH-202511-9008,2028-02-15
Amlodipine 1000mg - 60,Painkillers,349,1749,2510,BATCH-202511-4892,2027-05-26
Loratadine 500mg - 95,Supplements,126,985,1250,BATCH-202511-9575,2028-10-08
Ibuprofen 500mg - 43,Painkillers,57,1546,2302,BATCH-202511-1085,2028-01-30
Aspirin 250mg - 46,Vitamins,144,3055,4201,BATCH-202511-1470,2028-11-03
Amlodipine 500mg - 78,Dermatology,413,2469,3626,BATCH-202511-5793,2028-04-07
Metformin 250mg - 28,Antibiotics,26,2370,2889,BATCH-202511-5556,2028-06-07
Vitamin C 500mg - 18,Supplements,264,3159,4733,BATCH-202511-3102,2028-04-01
Vitamin C 1000mg - 27,Supplements,389,2200,2787,BATCH-202511-4006,2028-07-18
Vitamin C 250mg - 15,Vitamins,18,3254,4108,BATCH-202511-6492,2027-07-16
Amoxicillin 1000mg - 53,Painkillers,28,3178,4140,BATCH-202511-2270,2028-08-24
Aspirin 500mg - 30,Supplements,57,2450,3441,BATCH-202511-1914,2027-10-26
Aspirin 250mg - 70,Cardiovascular,425,1323,1635,BATCH-202511-1090,2028-06-12
Loratadine 250mg - 75,Vitamins,118,4373,5343,BATCH-202511-5239,2027-10-24
Loratadine 250mg - 67,Vitamins,197,699,1040,BATCH-202511-9713,2027-08-06
Doxycycline 1000mg - 41,Vitamins,116,2360,3235,BATCH-202511-8400,2027-06-09
Bandages 1000mg - 75,First Aid,413,4298,5301,BATCH-202511-2328,2026-12-26
Ciprofloxacin 1000mg - 91,Antibiotics,494,3760,5404,BATCH-202511-7806,2028-04-22
Omeprazole 250mg - 22,Vitamins,463,4480,5547,BATCH-202511-7648,2028-05-02
Ibuprofen 1000mg - 80,First Aid,227,506,685,BATCH-202511-7172,2028-09-10
Vitamin C 250mg - 25,Vitamins,379,3414,4728,BATCH-202511-2620,2028-05-28
Azithromycin 1000mg - 79,Vitamins,427,3275,4737,BATCH-202511-3201,2027-05-23
Azithromycin 250mg - 72,Dermatology,229,4516,5540,BATCH-202511-6264,2027-04-29
Cetirizine 1000mg - 83,Vitamins,66,2728,3439,BATCH-202511-3161,2026-12-04
Doxycycline 1000mg - 76,Antibiotics,117,2489,3697,BATCH-202511-9289,2027-02-21
Azithromycin 1000mg - 54,Supplements,485,3017,3929,BATCH-202511-2689,2026-12-27
Metformin 500mg - 78,Supplements,446,1398,1684,BATCH-202511-3865,2027-08-17
Ciprofloxacin 1000mg - 5,Painkillers,391,3082,3982,BATCH-202511-3301,2027-07-29
Vitamin C 500mg - 8,Antibiotics,203,2357,3319,BATCH-202511-5900,2028-01-06
Omeprazole 250mg - 69,Cardiovascular,252,2708,3653,BATCH-202511-7967,2028-01-19
Ciprofloxacin 250mg - 19,Cardiovascular,77,4970,6230,BATCH-202511-8093,2028-02-10
Ibuprofen 250mg - 98,First Aid,429,892,1266,BATCH-202511-3523,2028-09-21
Metformin 1000mg - 28,Painkillers,257,3814,4748,BATCH-202511-5052,2027-10-18
Ibuprofen 500mg - 92,Supplements,380,1032,1460,BATCH-202511-5933,2028-07-14
Metformin 250mg - 23,Supplements,143,2485,3483,BATCH-202511-2830,2026-12-09
Metformin 500mg - 65,Cardiovascular,125,4776,6846,BATCH-202511-6230,2027-03-27
Ibuprofen 500mg - 4,Supplements,269,1062,1445,BATCH-202511-6550,2028-05-22
Amlodipine 500mg - 17,Supplements,443,3186,4569,BATCH-202511-5027,2028-08-09
Ibuprofen 1000mg - 16,Painkillers,47,2587,3697,BATCH-202511-3563,2027-04-07
Loratadine 1000mg - 77,Vitamins,293,4092,6131,BATCH-202511-5423,2027-01-12
Paracetamol 1000mg - 30,Cardiovascular,310,4039,5975,BATCH-202511-2889,2028-02-10
Omeprazole 500mg - 21,Cardiovascular,332,1267,1895,BATCH-202511-7795,2027-02-16
Vitamin C 250mg - 33,Dermatology,307,1389,1735,BATCH-202511-8315,2028-08-08
Azithromycin 500mg - 95,Vitamins,203,857,1215,BATCH-202511-1845,2027-10-09
Azithromycin 250mg - 57,Cardiovascular,212,1044,1467,BATCH-202511-5228,2028-07-01
Ibuprofen 250mg - 96,Vitamins,239,4870,6052,BATCH-202511-2852,2028-08-06
Vitamin C 1000mg - 96,Vitamins,384,1863,2596,BATCH-202511-6967,2028-05-17
Azithromycin 250mg - 11,Cardiovascular,207,387,532,BATCH-202511-6562,2027-07-11
Bandages 1000mg - 66,Antibiotics,266,835,1031,BATCH-202511-3244,2028-06-05
Azithromycin 250mg - 12,Supplements,392,3109,4413,BATCH-202511-2737,2026-12-20
Loratadine 1000mg - 89,Painkillers,353,4501,6635,BATCH-202511-3146,2028-08-23
Vitamin C 250mg - 50,Antibiotics,19,737,891,BATCH-202511-8912,2028-11-06
Ciprofloxacin 250mg - 21,Cardiovascular,141,2521,3316,BATCH-202511-7107,2027-03-26
Amlodipine 1000mg - 46,Painkillers,343,1997,2800,BATCH-202511-1567,2027-09-29
Aspirin 500mg - 91,Dermatology,323,3334,4716,BATCH-202511-6926,2028-09-20
Omeprazole 1000mg - 54,Dermatology,420,4703,7005,BATCH-202511-1783,2027-05-14
Cetirizine 1000mg - 61,First Aid,417,1238,1516,BATCH-202511-4745,2027-12-31
Cetirizine 250mg - 65,Vitamins,152,4786,6456,BATCH-202511-8900,2028-03-14
Cetirizine 1000mg - 81,Vitamins,470,2023,2445,BATCH-202511-2555,2028-10-03
Diclofenac 1000mg - 35,Vitamins,454,2809,3801,BATCH-202511-2440,2027-09-13
